customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,tech_support,online_security,num_products,senior_citizen,has_partner,has_dependents,churn
CUST00272,41,52.54,2155.71,Two year,Mailed check,DSL,No,Yes,2,1,Yes,No,No
CUST00273,25,81.41,2060.62,Month-to-month,Bank transfer,Fiber optic,Yes,No,2,1,No,Yes,No
CUST00274,3,72.43,224.99,Two year,Bank transfer,No,No internet service,No internet service,3,1,Yes,No,No
CUST00275,3,58.43,170.6,Two year,Mailed check,DSL,Yes,Yes,1,0,No,No,No
CUST00276,28,65.44,1822.06,Two year,Electronic check,DSL,Yes,Yes,1,0,No,No,No
CUST00277,23,148.64,3459.97,Two year,Bank transfer,Fiber optic,Yes,Yes,2,1,No,Yes,No
CUST00278,48,86.04,4301.37,Two year,Mailed check,No,No internet service,No internet service,4,0,Yes,No,No
CUST00279,67,34.01,2168.35,One year,Bank transfer,DSL,Yes,No,1,0,Yes,No,Yes
CUST00280,42,28.49,1162.19,Two year,Mailed check,No,No internet service,No internet service,1,1,No,Yes,No
CUST00281,40,92.52,3602.53,Two year,Bank transfer,DSL,Yes,No,2,1,Yes,No,No
CUST00282,6,142.65,841.06,Month-to-month,Credit card,No,No internet service,No internet service,2,0,Yes,No,Yes
CUST00283,20,115.6,2261.55,Month-to-month,Credit card,Fiber optic,No,No,4,0,No,No,Yes
CUST00284,11,99.95,1109.36,Two year,Mailed check,Fiber optic,Yes,No,3,0,No,No,No
CUST00285,27,96.01,2692.23,Month-to-month,Mailed check,Fiber optic,Yes,Yes,2,0,Yes,Yes,No
CUST00286,21,51.64,1099.29,Two year,Electronic check,No,No internet service,No internet service,2,0,Yes,No,No
CUST00287,13,31.68,401.2,Month-to-month,Credit card,DSL,No,No,1,0,Yes,No,No
CUST00288,35,62.27,2258.73,Month-to-month,Mailed check,DSL,No,No,2,0,No,No,Yes
CUST00289,47,93.68,4461.1,Two year,Electronic check,Fiber optic,No,Yes,2,0,No,No,No
CUST00290,28,30.78,837.62,Month-to-month,Mailed check,No,No internet service,No internet service,1,0,Yes,No,Yes
CUST00291,21,98.14,2032.43,One year,Electronic check,No,No internet service,No internet service,1,0,Yes,Yes,No
CUST00292,18,101.14,1873.31,One year,Mailed check,Fiber optic,Yes,No,3,0,No,No,No
CUST00293,31,90.7,2878.88,Month-to-month,Mailed check,Fiber optic,No,Yes,2,1,Yes,No,No
CUST00294,60,110.22,6663.85,One year,Electronic check,DSL,No,Yes,2,0,Yes,No,No
CUST00295,37,65.34,2331.7,One year,Electronic check,No,No internet service,No internet service,1,0,No,No,Yes
CUST00296,21,47.19,1021.05,Month-to-month,Credit card,No,No internet service,No internet service,2,0,Yes,No,No
CUST00297,14,150.0,2059.58,Two year,Bank transfer,Fiber optic,No,No,3,1,No,No,No
CUST00298,60,94.53,5825.84,Two year,Credit card,Fiber optic,No,Yes,1,0,Yes,Yes,No
CUST00299,23,49.83,1163.0,Month-to-month,Mailed check,No,No internet service,No internet service,2,0,Yes,No,No
CUST00300,29,27.76,786.05,One year,Bank transfer,No,No internet service,No internet service,1,0,No,No,Yes
CUST00301,47,72.25,3298.08,Month-to-month,Mailed check,Fiber optic,No,No,2,0,Yes,No,No
CUST00302,30,108.08,3122.73,Month-to-month,Electronic check,Fiber optic,Yes,Yes,3,0,No,No,No
CUST00303,38,77.2,2857.9,One year,Electronic check,Fiber optic,No,No,2,0,No,No,Yes
CUST00304,27,113.8,2967.46,Two year,Electronic check,Fiber optic,Yes,No,3,0,Yes,No,No
CUST00305,15,131.08,1989.21,Two year,Electronic check,Fiber optic,No,Yes,3,0,Yes,No,No
CUST00306,59,101.12,6025.01,Two year,Credit card,Fiber optic,No,Yes,3,1,Yes,No,No
CUST00307,3,97.61,295.35,Month-to-month,Electronic check,Fiber optic,Yes,Yes,3,0,Yes,No,No
CUST00308,10,67.07,680.22,Month-to-month,Mailed check,Fiber optic,No,No,1,0,Yes,No,No
CUST00309,17,117.5,2060.38,One year,Mailed check,Fiber optic,Yes,No,3,1,Yes,No,No
CUST00310,11,78.71,901.62,One year,Electronic check,DSL,No,Yes,1,0,Yes,No,Yes
CUST00311,48,27.4,1279.74,Two year,Mailed check,No,No internet service,No internet service,1,0,No,No,No
CUST00312,5,64.42,324.93,Month-to-month,Electronic check,Fiber optic,No,No,1,0,No,No,Yes
CUST00313,69,41.87,2767.21,Month-to-month,Bank transfer,DSL,No,No,1,0,No,No,No
CUST00314,64,120.25,7403.66,Two year,Electronic check,Fiber optic,Yes,No,2,1,Yes,Yes,Yes
CUST00315,14,55.09,783.16,Two year,Mailed check,No,No internet service,No internet service,2,1,Yes,Yes,No
CUST00316,50,49.51,2472.18,Two year,Bank transfer,No,No internet service,No internet service,1,0,No,No,No
CUST00317,26,105.19,2805.59,One year,Credit card,Fiber optic,Yes,No,2,0,Yes,No,No
CUST00318,72,91.48,6537.61,Two year,Credit card,No,No internet service,No internet service,2,0,Yes,No,No
CUST00319,69,90.28,5997.34,Two year,Bank transfer,DSL,No,Yes,3,0,No,No,No
CUST00320,7,119.82,869.95,Two year,Mailed check,No,No internet service,No internet service,1,0,No,Yes,No
CUST00321,16,39.32,602.88,Two year,Mailed check,DSL,No,No,1,0,Yes,No,No
CUST00322,55,57.05,3040.15,Two year,Bank transfer,DSL,No,Yes,1,0,Yes,No,No
CUST00323,56,85.55,4683.95,One year,Credit card,Fiber optic,No,No,1,0,No,No,Yes
CUST00324,4,101.85,427.58,Month-to-month,Electronic check,Fiber optic,Yes,Yes,2,0,No,No,Yes
CUST00325,48,117.43,5589.78,Two year,Mailed check,Fiber optic,No,Yes,2,1,No,Yes,No
CUST00326,17,88.4,1503.06,One year,Bank transfer,No,No internet service,No internet service,1,0,No,Yes,No
CUST00327,36,48.35,1787.54,Two year,Mailed check,No,No internet service,No internet service,1,0,No,No,No
CUST00328,70,93.93,6664.79,One year,Electronic check,Fiber optic,Yes,No,1,0,Yes,No,No
CUST00329,38,150.0,5894.61,One year,Mailed check,Fiber optic,No,No,4,0,Yes,No,No
CUST00330,62,48.41,2997.35,Two year,Bank transfer,DSL,No,No,1,0,No,Yes,No
CUST00331,48,123.19,6192.32,Month-to-month,Credit card,DSL,No,Yes,3,0,No,Yes,No
CUST00332,10,148.85,1532.68,Month-to-month,Mailed check,Fiber optic,No,No,2,1,No,No,No
CUST00333,36,43.15,1538.08,One year,Electronic check,DSL,No,No,1,0,Yes,No,No
CUST00334,29,140.21,4017.81,One year,Electronic check,Fiber optic,Yes,No,4,0,Yes,No,Yes
CUST00335,4,98.48,410.84,Month-to-month,Electronic check,Fiber optic,No,No,3,0,No,Yes,No
CUST00336,44,46.44,2081.04,Two year,Mailed check,DSL,No,Yes,2,0,No,No,No
CUST00337,56,120.83,6848.65,Two year,Mailed check,Fiber optic,Yes,Yes,2,1,No,Yes,No
CUST00338,42,65.43,2818.91,Two year,Electronic check,DSL,No,Yes,2,0,No,Yes,No
CUST00339,13,77.58,1014.68,One year,Bank transfer,Fiber optic,No,Yes,1,0,No,No,Yes
CUST00340,46,68.83,3058.27,One year,Bank transfer,No,No internet service,No internet service,1,0,No,Yes,No
CUST00341,33,87.71,2842.1,Month-to-month,Electronic check,Fiber optic,No,Yes,3,0,No,Yes,Yes
CUST00342,21,66.81,1411.14,Month-to-month,Electronic check,DSL,No,No,3,0,No,No,No
CUST00343,57,84.44,4581.17,Two year,Credit card,Fiber optic,No,No,1,0,No,No,Yes
CUST00344,69,73.45,5036.3,One year,Mailed check,DSL,Yes,Yes,3,0,Yes,No,Yes
CUST00345,70,87.54,6284.55,One year,Bank transfer,Fiber optic,No,No,2,0,Yes,No,Yes
CUST00346,67,72.73,4709.29,Two year,Mailed check,Fiber optic,Yes,No,1,0,No,Yes,No
CUST00347,48,81.21,3728.34,One year,Bank transfer,Fiber optic,No,Yes,2,0,Yes,Yes,No
CUST00348,33,47.03,1604.14,Month-to-month,Bank transfer,No,No internet service,No internet service,2,0,Yes,No,No
CUST00349,36,150.0,5463.33,Two year,Bank transfer,Fiber optic,Yes,No,3,0,Yes,No,No
CUST00350,33,82.3,2628.06,Two year,Credit card,DSL,Yes,Yes,3,0,Yes,No,No
CUST00351,31,69.66,2225.61,Month-to-month,Credit card,DSL,Yes,Yes,1,0,Yes,Yes,No
CUST00352,21,116.44,2483.91,Month-to-month,Mailed check,No,No internet service,No internet service,2,1,Yes,No,Yes
CUST00353,27,116.99,3106.33,Two year,Electronic check,DSL,No,Yes,3,0,No,Yes,No
CUST00354,72,101.23,7198.32,Month-to-month,Mailed check,Fiber optic,Yes,No,3,0,Yes,No,No
CUST00355,62,86.55,5181.45,Two year,Bank transfer,Fiber optic,Yes,Yes,1,0,Yes,No,No
CUST00356,26,89.67,2409.58,Month-to-month,Bank transfer,Fiber optic,No,No,2,0,Yes,No,No
CUST00357,66,92.02,6078.79,Two year,Electronic check,No,No internet service,No internet service,3,0,No,No,No
CUST00358,12,90.93,1097.38,Month-to-month,Electronic check,Fiber optic,No,Yes,1,0,Yes,No,Yes
CUST00359,22,82.8,1891.46,Two year,Bank transfer,Fiber optic,No,No,2,1,No,No,No
CUST00360,17,61.22,990.35,One year,Electronic check,No,No internet service,No internet service,3,0,No,No,No
CUST00361,7,76.92,515.12,Month-to-month,Mailed check,Fiber optic,No,Yes,1,0,No,Yes,No
CUST00362,68,130.67,8584.85,Month-to-month,Bank transfer,Fiber optic,Yes,No,3,0,Yes,No,Yes
CUST00363,37,77.71,2740.14,One year,Mailed check,Fiber optic,No,No,1,0,No,Yes,No
CUST00364,38,81.42,3142.89,Two year,Electronic check,Fiber optic,Yes,Yes,1,0,Yes,No,No
CUST00365,11,29.55,329.4,Month-to-month,Electronic check,No,No internet service,No internet service,1,1,No,No,No
CUST00366,1,134.9,131.0,Two year,Electronic check,DSL,No,No,1,0,No,No,Yes
CUST00367,25,89.15,2150.61,One year,Electronic check,Fiber optic,Yes,Yes,1,1,Yes,No,No
CUST00368,42,46.56,1886.23,Two year,Mailed check,No,No internet service,No internet service,2,1,Yes,Yes,No
CUST00369,52,100.04,5437.86,Two year,Mailed check,Fiber optic,No,No,1,0,Yes,No,No
CUST00370,24,87.46,2139.66,Two year,Electronic check,DSL,No,No,3,0,No,No,No
CUST00371,53,93.86,5017.08,Two year,Electronic check,Fiber optic,No,Yes,2,0,Yes,No,No
CUST00372,56,50.81,2794.85,One year,Electronic check,No,No internet service,No internet service,2,0,No,No,Yes
CUST00373,63,68.54,4289.11,Two year,Credit card,No,No internet service,No internet service,2,0,Yes,No,No
CUST00374,8,85.08,652.69,One year,Mailed check,Fiber optic,No,No,2,0,No,No,Yes
CUST00375,59,129.32,8009.96,One year,Credit card,DSL,No,No,2,0,No,Yes,No
CUST00376,45,34.6,1596.72,Two year,Credit card,No,No internet service,No internet service,1,0,No,Yes,No
CUST00377,27,124.69,3407.52,Month-to-month,Mailed check,Fiber optic,Yes,No,3,1,No,No,Yes
CUST00378,52,48.47,2542.56,Two year,Bank transfer,No,No internet service,No internet service,2,0,Yes,No,No
CUST00379,18,66.98,1206.16,Month-to-month,Electronic check,Fiber optic,No,No,1,1,Yes,No,No
CUST00380,16,97.88,1528.09,Month-to-month,Bank transfer,DSL,Yes,No,2,0,No,No,No
CUST00381,66,81.73,5246.59,Two year,Electronic check,Fiber optic,No,Yes,2,0,Yes,No,Yes
CUST00382,5,64.72,325.2,Month-to-month,Credit card,DSL,Yes,No,1,0,Yes,No,No
CUST00383,3,112.11,321.87,One year,Electronic check,Fiber optic,No,Yes,3,0,Yes,Yes,Yes
CUST00384,70,48.82,3271.98,Two year,Bank transfer,No,No internet service,No internet service,2,1,Yes,Yes,No
CUST00385,7,82.64,582.0,Month-to-month,Electronic check,Fiber optic,No,No,2,0,Yes,No,No
CUST00386,50,66.5,3464.59,Month-to-month,Credit card,No,No internet service,No internet service,2,1,No,No,No
CUST00387,14,121.45,1770.74,One year,Electronic check,Fiber optic,No,Yes,4,0,Yes,No,No
CUST00388,38,89.06,3218.73,Two year,Bank transfer,No,No internet service,No internet service,1,0,No,No,Yes
CUST00389,47,33.14,1496.43,Two year,Mailed check,No,No internet service,No internet service,2,1,Yes,Yes,No
CUST00390,33,56.73,1887.64,One year,Mailed check,Fiber optic,No,Yes,1,1,No,No,No
CUST00391,43,79.17,3522.94,Two year,Bank transfer,Fiber optic,Yes,Yes,2,1,Yes,Yes,No
CUST00392,29,57.61,1746.61,One year,Credit card,Fiber optic,No,Yes,1,0,No,No,Yes
CUST00393,57,68.55,4048.24,Two year,Electronic check,Fiber optic,Yes,Yes,1,0,No,No,No
CUST00394,5,119.04,605.77,Month-to-month,Credit card,DSL,No,No,3,1,Yes,No,No
CUST00395,60,55.16,3210.49,Two year,Bank transfer,No,No internet service,No internet service,2,0,No,No,No
CUST00396,70,31.85,2134.22,Two year,Credit card,No,No internet service,No internet service,1,1,No,Yes,No
CUST00397,2,150.0,286.43,Month-to-month,Mailed check,Fiber optic,No,Yes,2,1,No,No,No
CUST00398,70,95.76,6778.33,Two year,Mailed check,Fiber optic,Yes,Yes,2,0,No,No,No
CUST00399,43,54.1,2218.4,Two year,Credit card,Fiber optic,No,Yes,1,1,Yes,No,Yes
CUST00400,4,67.04,274.58,Month-to-month,Mailed check,Fiber optic,Yes,No,1,1,No,No,Yes
CUST00401,56,139.52,7979.13,Two year,Mailed check,Fiber optic,Yes,Yes,4,0,Yes,No,No
CUST00402,59,61.03,3449.4,One year,Electronic check,No,No internet service,No internet service,2,1,Yes,No,No
CUST00403,9,66.66,624.33,One year,Electronic check,Fiber optic,No,Yes,1,0,No,Yes,Yes
CUST00404,3,87.36,262.65,Month-to-month,Bank transfer,DSL,No,No,3,1,Yes,No,No
CUST00405,48,64.02,3197.24,Two year,Bank transfer,No,No internet service,No internet service,2,0,No,Yes,No
CUST00406,43,106.65,4770.13,Month-to-month,Mailed check,Fiber optic,Yes,Yes,1,1,No,No,No
CUST00407,1,70.79,68.65,Month-to-month,Electronic check,No,No internet service,No internet service,1,0,No,No,No
CUST00408,57,30.86,1738.01,Two year,Mailed check,DSL,No,No,1,0,No,No,No
CUST00409,53,67.17,3429.94,Two year,Mailed check,DSL,No,No,3,1,Yes,No,No
CUST00410,16,45.9,754.59,Month-to-month,Mailed check,No,No internet service,No internet service,1,0,Yes,No,No
CUST00411,51,42.51,2168.9,One year,Credit card,DSL,Yes,No,1,0,Yes,Yes,No
CUST00412,55,65.2,3739.77,One year,Bank transfer,No,No internet service,No internet service,3,1,Yes,No,No
CUST00413,1,40.01,38.84,Month-to-month,Electronic check,No,No internet service,No internet service,1,1,Yes,No,Yes
CUST00414,28,82.18,2344.38,Two year,Credit card,Fiber optic,No,No,2,0,Yes,No,No
CUST00415,53,85.02,4726.51,Two year,Mailed check,DSL,No,Yes,1,0,No,Yes,No
CUST00416,58,74.37,4384.8,Two year,Bank transfer,Fiber optic,No,No,2,0,No,No,No
CUST00417,60,133.69,7675.5,Two year,Electronic check,No,No internet service,No internet service,1,0,Yes,No,No
CUST00418,59,95.31,5673.01,Two year,Bank transfer,Fiber optic,No,Yes,1,0,No,No,No
CUST00419,22,85.79,1826.95,Month-to-month,Electronic check,Fiber optic,No,No,2,0,Yes,No,Yes
CUST00420,8,113.73,867.12,Month-to-month,Mailed check,Fiber optic,Yes,Yes,2,1,Yes,No,Yes
CUST00421,49,93.98,4529.02,Two year,Electronic check,DSL,Yes,No,2,1,No,No,No
CUST00422,42,72.05,2955.32,Two year,Electronic check,No,No internet service,No internet service,2,1,No,No,Yes
CUST00423,27,49.35,1370.93,One year,Electronic check,No,No internet service,No internet service,2,0,No,Yes,Yes
CUST00424,39,71.43,2750.58,Two year,Electronic check,No,No internet service,No internet service,2,0,Yes,Yes,Yes
CUST00425,25,76.09,1946.56,Two year,Electronic check,Fiber optic,No,No,2,0,No,No,No
CUST00426,38,38.49,1391.86,Two year,Bank transfer,No,No internet service,No internet service,2,0,No,Yes,No
CUST00427,24,141.16,3223.47,One year,Electronic check,DSL,Yes,No,2,0,No,No,Yes
CUST00428,24,76.61,1752.1,Two year,Bank transfer,Fiber optic,No,Yes,2,1,No,No,No
CUST00429,60,82.21,4794.17,Two year,Electronic check,Fiber optic,Yes,Yes,1,0,No,Yes,No
CUST00430,50,25.15,1241.65,One year,Credit card,No,No internet service,No internet service,1,0,No,No,No
CUST00431,66,76.11,5077.43,Two year,Credit card,No,No internet service,No internet service,1,0,No,No,No
CUST00432,14,84.24,1236.67,One year,Electronic check,No,No internet service,No internet service,3,1,No,No,No
CUST00433,53,100.25,5235.89,One year,Bank transfer,No,No internet service,No internet service,3,0,No,No,No
CUST00434,32,84.75,2591.49,Two year,Electronic check,No,No internet service,No internet service,2,0,Yes,No,No
CUST00435,48,91.36,4251.49,Two year,Credit card,DSL,No,Yes,1,0,No,No,No
CUST00436,39,44.09,1787.92,Two year,Mailed check,No,No internet service,No internet service,1,0,Yes,No,No
CUST00437,40,104.55,4265.38,One year,Electronic check,Fiber optic,Yes,Yes,3,0,Yes,No,No
CUST00438,42,97.98,4234.58,Two year,Electronic check,Fiber optic,No,Yes,3,1,No,Yes,No
CUST00439,8,69.53,535.33,Month-to-month,Electronic check,DSL,Yes,No,1,0,No,Yes,No
CUST00440,26,92.69,2321.97,Two year,Mailed check,Fiber optic,No,No,3,0,No,No,No
CUST00441,12,92.85,1071.0,Month-to-month,Bank transfer,Fiber optic,No,No,2,0,Yes,Yes,No
CUST00442,43,64.01,2850.74,Two year,Mailed check,Fiber optic,No,No,1,1,Yes,Yes,No
CUST00443,51,97.82,4844.13,Month-to-month,Mailed check,Fiber optic,Yes,No,2,0,Yes,No,No
CUST00444,63,39.13,2500.48,One year,Electronic check,No,No internet service,No internet service,2,0,No,Yes,No
CUST00445,49,55.48,2722.91,Month-to-month,Electronic check,No,No internet service,No internet service,3,1,No,No,No
CUST00446,27,116.66,3163.8,Month-to-month,Electronic check,Fiber optic,Yes,Yes,1,1,No,No,No
CUST00447,9,65.81,574.25,Month-to-month,Credit card,Fiber optic,No,No,1,1,No,No,Yes
CUST00448,39,53.07,2097.72,Two year,Electronic check,DSL,No,No,1,1,No,No,No
CUST00449,65,77.23,4790.59,Two year,Mailed check,Fiber optic,No,No,1,0,No,Yes,Yes
CUST00450,71,141.88,10570.58,Two year,Electronic check,DSL,No,No,2,0,Yes,No,No
CUST00451,71,68.67,4644.84,One year,Electronic check,No,No internet service,No internet service,1,1,Yes,No,No
CUST00452,7,87.1,582.27,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,2,0,No,No,Yes
CUST00453,72,74.52,5271.36,One year,Mailed check,DSL,No,Yes,1,0,No,No,No
CUST00454,67,82.09,5682.42,Two year,Mailed check,Fiber optic,Yes,Yes,2,1,Yes,No,No
CUST00455,10,79.24,773.16,Month-to-month,Mailed check,Fiber optic,No,No,2,0,No,No,Yes
CUST00456,71,97.14,6877.58,One year,Mailed check,Fiber optic,No,No,2,0,Yes,Yes,No
CUST00457,53,65.45,3301.64,One year,Electronic check,DSL,No,No,1,0,Yes,No,No
CUST00458,57,37.2,2031.11,Two year,Mailed check,No,No internet service,No internet service,1,0,No,No,No
CUST00459,27,38.92,1062.19,One year,Bank transfer,DSL,No,No,1,0,No,Yes,Yes
CUST00460,54,85.95,4499.44,Two year,Electronic check,DSL,No,Yes,1,0,No,No,No
CUST00461,4,52.42,213.75,Month-to-month,Mailed check,DSL,Yes,No,1,0,Yes,Yes,No
CUST00462,23,101.63,2404.2,Month-to-month,Electronic check,Fiber optic,No,No,1,0,Yes,No,Yes
CUST00463,48,81.03,4025.7,Two year,Electronic check,DSL,No,Yes,2,0,No,No,No
CUST00464,42,94.84,3837.41,Two year,Mailed check,DSL,Yes,No,4,0,No,Yes,No
CUST00465,3,57.4,171.43,Month-to-month,Credit card,Fiber optic,Yes,No,1,1,Yes,No,No
CUST00466,3,81.05,254.02,One year,Credit card,Fiber optic,No,No,3,0,No,Yes,Yes
CUST00467,28,111.71,3212.98,Two year,Electronic check,DSL,Yes,No,1,0,Yes,No,Yes
CUST00468,63,113.66,6886.3,One year,Mailed check,Fiber optic,No,No,2,1,No,Yes,Yes
CUST00469,31,85.35,2646.51,One year,Mailed check,Fiber optic,No,No,2,0,No,No,Yes
CUST00470,10,77.59,808.67,Month-to-month,Electronic check,DSL,Yes,No,3,1,Yes,No,Yes
CUST00471,49,75.49,3676.83,One year,Bank transfer,Fiber optic,No,Yes,1,0,Yes,No,No
CUST00472,21,61.21,1328.78,One year,Bank transfer,DSL,Yes,Yes,1,1,No,No,No
CUST00473,53,68.11,3608.33,One year,Credit card,DSL,No,No,1,0,No,No,Yes
CUST00474,54,81.56,4231.07,Two year,Electronic check,Fiber optic,Yes,No,2,1,No,No,No
CUST00475,57,125.9,6923.59,Two year,Electronic check,DSL,No,Yes,3,0,No,No,No
CUST00476,20,109.49,2090.53,Month-to-month,Credit card,DSL,Yes,Yes,3,1,No,No,Yes
CUST00477,49,90.12,4281.33,Two year,Bank transfer,Fiber optic,No,Yes,2,0,No,No,No
CUST00478,7,85.46,621.77,One year,Credit card,No,No internet service,No internet service,2,0,Yes,Yes,Yes
CUST00479,29,90.19,2654.79,Two year,Electronic check,Fiber optic,No,No,3,1,Yes,No,Yes
CUST00480,48,42.85,2105.93,Two year,Mailed check,No,No internet service,No internet service,2,0,Yes,Yes,No
CUST00481,13,44.67,587.78,One year,Mailed check,No,No internet service,No internet service,1,0,Yes,No,No
CUST00482,3,100.4,297.78,Month-to-month,Electronic check,No,No internet service,No internet service,3,0,No,No,No
CUST00483,2,83.99,163.22,Month-to-month,Mailed check,No,No internet service,No internet service,1,0,Yes,No,Yes
CUST00484,16,106.32,1773.52,Two year,Bank transfer,Fiber optic,No,Yes,1,0,No,Yes,No
CUST00485,6,84.41,507.21,Month-to-month,Electronic check,Fiber optic,No,No,1,0,No,Yes,Yes
CUST00486,45,75.53,3392.43,Two year,Electronic check,DSL,Yes,Yes,2,1,No,No,Yes
CUST00487,71,74.68,5565.33,One year,Bank transfer,Fiber optic,No,No,2,0,Yes,No,No
CUST00488,5,36.22,179.0,Two year,Mailed check,No,No internet service,No internet service,1,0,Yes,No,No
CUST00489,56,134.58,7803.37,Two year,Credit card,Fiber optic,Yes,No,2,1,Yes,No,No
CUST00490,71,150.0,11035.9,Two year,Electronic check,Fiber optic,No,No,3,1,Yes,No,No
CUST00491,32,90.44,2816.71,One year,Electronic check,Fiber optic,Yes,No,3,0,Yes,No,No
CUST00492,49,114.4,5378.48,One year,Credit card,Fiber optic,Yes,No,2,0,No,Yes,No
CUST00493,13,119.99,1634.06,Month-to-month,Credit card,Fiber optic,No,Yes,3,0,No,No,Yes
CUST00494,30,97.75,2910.77,Month-to-month,Electronic check,Fiber optic,No,Yes,3,0,No,Yes,Yes
CUST00495,25,83.89,1992.85,Month-to-month,Bank transfer,Fiber optic,No,Yes,1,0,No,No,Yes
CUST00496,60,104.92,6294.58,One year,Electronic check,Fiber optic,No,Yes,1,0,Yes,Yes,No
CUST00497,59,36.52,2180.39,Two year,Electronic check,No,No internet service,No internet service,2,0,No,No,No
CUST00498,28,86.39,2485.7,One year,Electronic check,No,No internet service,No internet service,1,0,No,Yes,Yes
CUST00499,58,31.82,1927.31,One year,Electronic check,DSL,No,No,1,1,Yes,Yes,Yes
CUST00500,20,36.31,756.35,Two year,Credit card,No,No internet service,No internet service,2,1,No,No,No
CUST00501,34,77.65,2756.3,One year,Bank transfer,Fiber optic,No,Yes,1,0,Yes,Yes,Yes
CUST00502,5,109.06,519.79,Two year,Credit card,Fiber optic,No,Yes,1,0,No,Yes,No
CUST00503,60,75.27,4611.84,Two year,Bank transfer,Fiber optic,No,No,2,0,No,No,Yes
CUST00504,43,125.77,5259.85,One year,Mailed check,Fiber optic,No,No,2,1,Yes,Yes,Yes
CUST00505,57,99.25,5480.49,Two year,Bank transfer,DSL,Yes,No,3,0,No,Yes,No
CUST00506,57,91.68,5382.7,Two year,Credit card,Fiber optic,Yes,No,2,0,No,No,No
CUST00507,54,117.76,6306.34,Month-to-month,Bank transfer,Fiber optic,No,No,2,1,No,No,Yes
CUST00508,45,72.64,3404.98,Month-to-month,Bank transfer,Fiber optic,No,Yes,1,1,Yes,No,No
